Commentary,MatchReport
"Corner, Chelsea. Conceded by Konstantinos Mavropanos. Foul by Marc Cucurella (Chelsea). Mohammed Kudus (West Ham United) wins a free kick in the defensive half. Yellow card Substitution Substitution Attempt saved. Andy Irving (West Ham United) left footed shot from outside the box is saved in the centre of the goal. Assisted by Aaron Cresswell. Attempt saved. Michail Antonio (West Ham United) right footed shot from the right side of the six yard box is saved in the bottom right corner. Corner, Chelsea. Conceded by Konstantinos Mavropanos. Attempt saved. Christopher Nkunku (Chelsea) header from very close range is saved in the top right corner. Assisted by Levi Colwill with a headed pass. Enzo Fernández (Chelsea) wins a free kick in the attacking half. Foul by Tomás Soucek (West Ham United). João Félix (Chelsea) wins a free kick in the defensive half. Foul by Maximilian Kilman (West Ham United). Yellow card Corner, Chelsea. Conceded by Maximilian Kilman. Moisés Caicedo (Chelsea) wins a free kick in the defensive half. Foul by Michail Antonio (West Ham United). Yellow card Substitution Attempt blocked. Carlos Soler (West Ham United) right footed shot from outside the box is blocked. Assisted by Jarrod Bowen. Foul by Andy Irving (West Ham United). Moisés Caicedo (Chelsea) wins a free kick in the defensive half. Foul by Carlos Soler (West Ham United). João Félix (Chelsea) wins a free kick in the defensive half. Foul by Aaron Cresswell (West Ham United). Noni Madueke (Chelsea) wins a free kick in the defensive half. Fourth official has announced 4 minutes of added time. João Félix (Chelsea) wins a free kick in the defensive half. Foul by Carlos Soler (West Ham United). Foul by Carlos Soler (West Ham United). Marc Cucurella (Chelsea) wins a free kick in the attacking half. Yellow card Attempt blocked. Mohammed Kudus (West Ham United) left footed shot from outside the box is blocked. Assisted by Tomás Soucek. Attempt missed. João Félix (Chelsea) right footed shot from the centre of the box is close, but misses to the left. Assisted by Kiernan Dewsbury-Hall. Second Half ends, West Ham United 0, Chelsea 3.","Chelsea dominated possession with numerous shots on target saved, including efforts from Nkunku and Madueke. West Ham struggled to break through Chelsea's defense. Several free kicks were awarded. The fourth official added four minutes of stoppage time. The half ended with West Ham United 0, Chelsea 3."
"First Half begins. Offside, Aston Villa. Lucas Digne is caught offside. Corner, Wolverhampton Wanderers. Conceded by Diego Carlos. Attempt saved. Mario Lemina (Wolverhampton Wanderers) left footed shot from the centre of the box is saved in the bottom left corner. Assisted by Matheus Cunha with a cross. Delay in match because of an injury Craig Dawson (Wolverhampton Wanderers). Delay over. They are ready to continue. Foul by Lucas Digne (Aston Villa). Jean-Ricner Bellegarde (Wolverhampton Wanderers) wins a free kick in the defensive half. Ezri Konsa (Aston Villa) wins a free kick in the defensive half. Foul by Rayan Aït-Nouri (Wolverhampton Wanderers). Yellow card Delay in match because of an injury Jean-Ricner Bellegarde (Wolverhampton Wanderers). Delay over. They are ready to continue. Youri Tielemans (Aston Villa) wins a free kick on the left wing. Foul by João Gomes (Wolverhampton Wanderers). Foul by Ollie Watkins (Aston Villa). Matheus Cunha (Wolverhampton Wanderers) wins a free kick in the attacking half. Offside, Wolverhampton Wanderers. Yerson Mosquera is caught offside. Jacob Ramsey (Aston Villa) wins a free kick in the defensive half. Foul by Nélson Semedo (Wolverhampton Wanderers). Jacob Ramsey (Aston Villa) wins a free kick on the left wing. Foul by Nélson Semedo (Wolverhampton Wanderers). Yellow card Corner, Wolverhampton Wanderers. Conceded by Youri Tielemans. Attempt saved. Mario Lemina (Wolverhampton Wanderers) header from the centre of the box is saved in the top centre of the goal. Assisted by Matheus Cunha with a cross. Ollie Watkins (Aston Villa) wins a free kick in the attacking half. Foul by Yerson Mosquera (Wolverhampton Wanderers).","The first half saw Wolverhampton Wanderers threaten with a shot saved by the keeper. Several fouls punctuated the play, resulting in yellow cards for Rayan Aït-Nouri and Nélson Semedo.  There were also a couple of injury stoppages for Craig Dawson and Jean-Ricner Bellegarde."
"GOAL! Lucas Digne (Aston Villa) wins a free kick on the left wing. Foul by João Gomes (Wolverhampton Wanderers). Yellow card Delay in match because of an injury Lucas Digne (Aston Villa). Yellow card Delay over. They are ready to continue. Attempt blocked. Rayan Aït-Nouri (Wolverhampton Wanderers) right footed shot from the centre of the box is blocked. Assisted by Jean-Ricner Bellegarde. Corner, Wolverhampton Wanderers. Conceded by Diego Carlos. Attempt blocked. André (Wolverhampton Wanderers) right footed shot from the centre of the box is blocked. Attempt blocked. Jørgen Strand Larsen (Wolverhampton Wanderers) header from the centre of the box is blocked. Assisted by Matheus Cunha with a cross. Amadou Onana (Aston Villa) wins a free kick on the right wing. Foul by Matheus Cunha (Wolverhampton Wanderers). Attempt blocked. Ollie Watkins (Aston Villa) left footed shot from the centre of the box is blocked. Assisted by Morgan Rogers. Corner, Aston Villa. Conceded by João Gomes. Attempt blocked. John McGinn (Aston Villa) left footed shot from outside the box is blocked. Assisted by Youri Tielemans. Hand ball by Matheus Cunha (Wolverhampton Wanderers). Pau Torres (Aston Villa) wins a free kick in the defensive half. Foul by Jørgen Strand Larsen (Wolverhampton Wanderers). Corner, Aston Villa. Conceded by André. Foul by Morgan Rogers (Aston Villa). André (Wolverhampton Wanderers) wins a free kick in the defensive half. Attempt saved. Jørgen Strand Larsen (Wolverhampton Wanderers) right footed shot from the right side of the box is saved in the bottom left corner. Assisted by Yerson Mosquera. Attempt blocked. Rayan Aït-Nouri (Wolverhampton Wanderers) right footed shot from the left side of the box is blocked. Assisted by Craig Dawson. Corner, Wolverhampton Wanderers. Conceded by Amadou Onana.","Aston Villa's Digne scored from a free kick, with Wolves' Gomes receiving a yellow card for the foul. Both teams had multiple shots blocked in the box, with Wolves earning several corners. Despite the flurry of attempts, the score remained unchanged, and Larsen's shot was saved with the ensuing corner."
"Attempt missed. Craig Dawson (Wolverhampton Wanderers) header from the centre of the box misses to the left. Assisted by Jean-Ricner Bellegarde with a headed pass following a corner. Fourth official has announced 5 minutes of added time. Attempt blocked. Rayan Aït-Nouri (Wolverhampton Wanderers) left footed shot from outside the box is blocked. Delay in match because of an injury John McGinn (Aston Villa). Delay over. They are ready to continue. Jean-Ricner Bellegarde (Wolverhampton Wanderers) wins a free kick on the right wing. Foul by Lucas Digne (Aston Villa). First Half ends, Aston Villa 0, Wolverhampton Wanderers 1. Substitution Substitution Second Half begins Aston Villa 0, Wolverhampton Wanderers 1. Foul by Rayan Aït-Nouri (Wolverhampton Wanderers). Leon Bailey (Aston Villa) wins a free kick on the right wing. Delay in match because of an injury Leon Bailey (Aston Villa). Delay over. They are ready to continue. Matheus Cunha (Wolverhampton Wanderers) wins a free kick on the left wing. Foul by Morgan Rogers (Aston Villa). André (Wolverhampton Wanderers) wins a free kick in the defensive half. Foul by Amadou Onana (Aston Villa). Foul by Youri Tielemans (Aston Villa). Jean-Ricner Bellegarde (Wolverhampton Wanderers) wins a free kick on the right wing. Craig Dawson (Wolverhampton Wanderers) wins a free kick in the defensive half. Foul by Youri Tielemans (Aston Villa). Youri Tielemans (Aston Villa) wins a free kick on the left wing. Foul by Mario Lemina (Wolverhampton Wanderers). Yellow card Substitution Substitution Attempt blocked. Ross Barkley (Aston Villa) left footed shot from outside the box is blocked. Offside, Wolverhampton Wanderers. Jørgen Strand Larsen is caught offside. Substitution Attempt blocked. Ollie Watkins (Aston Villa) header from very close range is blocked. Assisted by Leon Bailey with a cross. Corner, Aston Villa. Conceded by Sam Johnstone. Corner, Aston Villa. Conceded by Rayan Aït-Nouri.","Wolverhampton Wanderers lead Aston Villa 1-0 at halftime. Jean-Ricner Bellegarde was involved in several key plays, including an assist for Wolves' goal. The second half began with a number of free kicks awarded to both teams. There were also two substitutions."
"Corner, Aston Villa. Conceded by Nélson Semedo. Attempt missed. Jhon Durán (Aston Villa) header from the centre of the box is just a bit too high. Assisted by Youri Tielemans with a cross following a corner. Substitution Matheus Cunha (Wolverhampton Wanderers) wins a free kick in the attacking half. Foul by Ross Barkley (Aston Villa). GOAL! Foul by Yerson Mosquera (Wolverhampton Wanderers). Delay in match because of an injury Yerson Mosquera (Wolverhampton Wanderers). Ollie Watkins (Aston Villa) wins a free kick in the attacking half. Yellow card Yellow card Delay over. They are ready to continue. Substitution Substitution Foul by Santiago Bueno (Wolverhampton Wanderers). Jhon Durán (Aston Villa) wins a free kick in the attacking half. Attempt missed. Leon Bailey (Aston Villa) left footed shot from outside the box is close, but misses the top right corner from a direct free kick. Foul by Matheus Cunha (Wolverhampton Wanderers). Ezri Konsa (Aston Villa) wins a free kick on the right wing. Corner, Aston Villa. Conceded by Nélson Semedo. GOAL! Offside, Wolverhampton Wanderers. Matheus Cunha is caught offside. Fourth official has announced 13 minutes of added time. Offside, Wolverhampton Wanderers. Matheus Cunha is caught offside. GOAL! Offside, Wolverhampton Wanderers. Mario Lemina is caught offside. Corner, Wolverhampton Wanderers. Conceded by Ian Maatsen. Youri Tielemans (Aston Villa) wins a free kick in the defensive half. Foul by Craig Dawson (Wolverhampton Wanderers). Substitution Foul by Jhon Durán (Aston Villa). André (Wolverhampton Wanderers) wins a free kick in the defensive half. Foul by Santiago Bueno (Wolverhampton Wanderers). Jhon Durán (Aston Villa) wins a free kick in the attacking half. Foul by Emiliano Buendía (Aston Villa). André (Wolverhampton Wanderers) wins a free kick in the defensive half. Yellow card Yellow card Second Half ends, Aston Villa 3, Wolverhampton Wanderers 1.","Aston Villa scored a goal, while Wolverhampton Wanderers also scored a goal, both were ruled out for offside due to offside calls. Aston Villa's Jhon Durán missed a header. Matheus Cunha and André of Wolverhampton Wanderers, and Ollie Watkins, of Aston Villa, were fouled, leading to free kicks."
"First Half begins. Offside, Newcastle United. Alexander Isak is caught offside. Offside, Newcastle United. Joe Willock is caught offside. GOAL! Emile Smith Rowe (Fulham) hits the bar with a right footed shot from the centre of the box. Assisted by Alex Iwobi. Foul by Lloyd Kelly (Newcastle United). Adama Traoré (Fulham) wins a free kick in the defensive half. Foul by Raúl Jiménez (Fulham). Dan Burn (Newcastle United) wins a free kick in the defensive half. Offside, Newcastle United. Alexander Isak is caught offside. Lloyd Kelly (Newcastle United) wins a free kick in the defensive half. Foul by Adama Traoré (Fulham). Foul by Kieran Trippier (Newcastle United). Alex Iwobi (Fulham) wins a free kick in the defensive half. Attempt saved. Raúl Jiménez (Fulham) right footed shot from the right side of the box is saved in the centre of the goal. Assisted by Alex Iwobi with a through ball. Corner, Fulham. Conceded by Nick Pope. Attempt blocked. Joachim Andersen (Fulham) header from the centre of the box is blocked. Assisted by Andreas Pereira with a cross. Attempt missed. Antonee Robinson (Fulham) left footed shot from the centre of the box is too high following a corner. Attempt saved. Alex Iwobi (Fulham) right footed shot from outside the box is saved in the top centre of the goal. Anthony Gordon (Newcastle United) wins a free kick in the attacking half. Foul by Sasa Lukic (Fulham). Attempt saved. Dan Burn (Newcastle United) header from the centre of the box is saved in the centre of the goal. Assisted by Kieran Trippier. Attempt missed. Fabian Schär (Newcastle United) header from the centre of the box misses to the left. Assisted by Anthony Gordon with a cross following a set piece situation. Offside, Newcastle United. Lloyd Kelly is caught offside. Harvey Barnes (Newcastle United) wins a free kick in the defensive half. Foul by Kenny Tete (Fulham). Yellow card GOAL! Joelinton (Newcastle United) wins a free kick in the defensive half. Foul by Emile Smith Rowe (Fulham).","The first half saw Fulham's Smith Rowe hit the bar before Newcastle's Joelinton scored. Fulham had several attempts saved, including shots from Jiménez and Iwobi, while Newcastle's Burn also had a header saved. Several offsides were called against Newcastle, with both Isak and Kelly caught offside."
"Joelinton (Newcastle United) wins a free kick in the attacking half. Foul by Sasa Lukic (Fulham). Attempt missed. Raúl Jiménez (Fulham) right footed shot from the centre of the box is too high. Assisted by Sasa Lukic with a cross. Joelinton (Newcastle United) wins a free kick in the defensive half. Foul by Sasa Lukic (Fulham). Yellow card Anthony Gordon (Newcastle United) wins a free kick in the defensive half. Foul by Kenny Tete (Fulham). Attempt blocked. Joelinton (Newcastle United) right footed shot from outside the box is blocked. Attempt saved. Harvey Barnes (Newcastle United) right footed shot from the right side of the box is saved in the centre of the goal. Assisted by Alexander Isak. Attempt saved. Adama Traoré (Fulham) right footed shot from the right side of the box is saved in the bottom right corner. Assisted by Alex Iwobi. Corner, Fulham. Conceded by Nick Pope. Attempt missed. Joachim Andersen (Fulham) header from the centre of the box is close, but misses to the left. Assisted by Andreas Pereira with a cross following a corner. Attempt blocked. Kenny Tete (Fulham) right footed shot from very close range is blocked. Assisted by Joachim Andersen. Offside, Fulham. Adama Traoré is caught offside. Yellow card Attempt saved. Joachim Andersen (Fulham) right footed shot from outside the box is saved in the bottom left corner. Foul by Joe Willock (Newcastle United). Kenny Tete (Fulham) wins a free kick in the defensive half. Fabian Schär (Newcastle United) wins a free kick in the defensive half. Foul by Raúl Jiménez (Fulham). Corner, Fulham. Conceded by Dan Burn. Attempt missed. Anthony Gordon (Newcastle United) right footed shot from the left side of the box is high and wide to the right. Assisted by Joe Willock. Attempt saved. Andreas Pereira (Fulham) right footed shot from the right side of the box is saved in the bottom right corner. Assisted by Adama Traoré. Bruno Guimarães (Newcastle United) wins a free kick in the defensive half. Foul by Andreas Pereira (Fulham). Yellow card","Fulham's Sasa Lukic and Andreas Pereira were booked for fouls, while Anthony Gordon also received a yellow card. Several attempts on goal were saved by the opposing keepers. Newcastle's Joelinton won a few free kicks, and Harvey Barnes' shot was saved as well. Fulham's Adama Traoré and Joachim Andersen had shots on target."
"Fourth official has announced 1 minutes of added time. Foul by Joelinton (Newcastle United). Kenny Tete (Fulham) wins a free kick in the defensive half. First Half ends, Fulham 2, Newcastle United 0. Substitution Substitution Substitution Second Half begins Fulham 2, Newcastle United 0. GOAL! Attempt missed. Harvey Barnes (Newcastle United) right footed shot from the left side of the box misses to the right. Assisted by Lewis Hall. Attempt saved. Alex Iwobi (Fulham) right footed shot from the left side of the six yard box is saved in the centre of the goal. Assisted by Adama Traoré with a cross. Corner, Fulham. Conceded by Nick Pope. Attempt saved. Raúl Jiménez (Fulham) right footed shot from the centre of the box is saved in the bottom left corner. Assisted by Andreas Pereira with a cross. Corner, Fulham. Conceded by Nick Pope. Attempt missed. Joelinton (Newcastle United) header from the centre of the box misses to the right. Assisted by Harvey Barnes with a cross. Bruno Guimarães (Newcastle United) wins a free kick in the attacking half. Foul by Raúl Jiménez (Fulham). Foul by Dan Burn (Newcastle United). Raúl Jiménez (Fulham) wins a free kick in the attacking half. Attempt missed. Emile Smith Rowe (Fulham) right footed shot from the centre of the box is high and wide to the right following a set piece situation. Attempt missed. Andreas Pereira (Fulham) right footed shot from outside the box is too high. Assisted by Sander Berge. Foul by Bruno Guimarães (Newcastle United). Emile Smith Rowe (Fulham) wins a free kick in the defensive half. Foul by Fabian Schär (Newcastle United). Adama Traoré (Fulham) wins a free kick in the defensive half. Attempt missed. Bruno Guimarães (Newcastle United) right footed shot from outside the box is just a bit too high. Assisted by Joelinton. Foul by Anthony Gordon (Newcastle United). Calvin Bassey (Fulham) wins a free kick in the defensive half. Substitution Attempt blocked. Alexander Isak (Newcastle United) right footed shot from outside the box is blocked. Assisted by Anthony Gordon. Offside, Newcastle United. Anthony Gordon is caught offside.","Fulham leads Newcastle United 2-0 at halftime. The second half saw missed attempts from both sides, including a shot from Harvey Barnes and a header from Joelinton. Fulham's Alex Iwobi had a shot saved, while Raúl Jiménez also had an attempt saved. Both sides earned corners and free kicks as the match continued."
"Attempt saved. Anthony Gordon (Newcastle United) left footed shot from the left side of the box is saved in the centre of the goal. Assisted by Harvey Barnes. Attempt missed. Jacob Murphy (Newcastle United) left footed shot from the right side of the box is just a bit too high. Assisted by Joelinton. Attempt missed. Fabian Schär (Newcastle United) right footed shot from the centre of the box is close, but misses to the right. Substitution Substitution Substitution Substitution Corner, Fulham. Conceded by Dan Burn. Attempt missed. Kenny Tete (Fulham) right footed shot from the right side of the box is just a bit too high. Assisted by Alex Iwobi following a fast break. Fabian Schär (Newcastle United) wins a free kick in the defensive half. Foul by Rodrigo Muniz (Fulham). Attempt missed. Alex Iwobi (Fulham) right footed shot from the centre of the box is too high. Assisted by Reiss Nelson. Substitution Offside, Newcastle United. William Osula is caught offside. Substitution Bruno Guimarães (Newcastle United) wins a free kick in the attacking half. Foul by Harrison Reed (Fulham). Yellow card Dan Burn (Newcastle United) wins a free kick on the left wing. Foul by Harrison Reed (Fulham). Attempt blocked. Alexander Isak (Newcastle United) header from the centre of the box is blocked. Assisted by Sandro Tonali with a cross. Attempt missed. Harvey Barnes (Newcastle United) header from the right side of the six yard box misses to the right following a set piece situation. Attempt saved. Rodrigo Muniz (Fulham) right footed shot from the left side of the box is saved in the centre of the goal. Assisted by Antonee Robinson. Fourth official has announced 6 minutes of added time. Yellow card GOAL! Attempt missed. Rodrigo Muniz (Fulham) right footed shot from outside the box is too high. Harvey Barnes (Newcastle United) wins a free kick on the left wing. Foul by Harrison Reed (Fulham). Attempt saved. Sandro Tonali (Newcastle United) right footed shot from a difficult angle and long range on the left is saved in the centre of the goal. Tino Livramento (Newcastle United) wins a free kick in the defensive half. Foul by Reiss Nelson (Fulham). Second Half ends, Fulham 3, Newcastle United 1.","Newcastle United had multiple attempts saved or missed in this half, including shots from Gordon, Murphy, and Schär. Fulham also had chances, with Tete and Iwobi missing opportunities. Muniz's shot was saved, and a goal was scored. There was a yellow card each for Burn and the opposing Reed. The second half ended with Fulham leading Newcastle United 3-1."
"First Half begins. Offside, Everton. Dominic Calvert-Lewin is caught offside. Foul by Caleb Okoli (Leicester City). Dominic Calvert-Lewin (Everton) wins a free kick in the defensive half. Attempt saved. Dwight McNeil (Everton) header from the centre of the box is saved in the top centre of the goal. Assisted by Ashley Young with a cross. Attempt missed. Jesper Lindstrøm (Everton) right footed shot from the centre of the box misses to the right. Assisted by Iliman Ndiaye with a cross. Attempt missed. Abdoulaye Doucouré (Everton) right footed shot from outside the box is too high. Assisted by Dwight McNeil. Corner, Leicester City. Conceded by James Tarkowski. Attempt missed. Wilfred Ndidi (Leicester City) with an attempt from the centre of the box is too high. Assisted by Harry Winks with a cross following a corner. Foul by Wilfred Ndidi (Leicester City). Iliman Ndiaye (Everton) wins a free kick in the attacking half. Attempt blocked. Jesper Lindstrøm (Everton) right footed shot from outside the box is blocked. GOAL! Attempt missed. Stephy Mavididi (Leicester City) right footed shot from the left side of the box is high and wide to the right. Assisted by Bilal El Khannouss. Corner, Everton. Conceded by Harry Winks. Attempt saved. Dominic Calvert-Lewin (Everton) header from a difficult angle on the left is saved in the top left corner. Assisted by Dwight McNeil with a cross. Corner, Leicester City. Conceded by James Garner. Attempt saved. Wilfred Ndidi (Leicester City) right footed shot from the right side of the box is saved in the centre of the goal. Assisted by Bilal El Khannouss with a headed pass. Attempt blocked. Dominic Calvert-Lewin (Everton) right footed shot from the right side of the box is blocked. Assisted by Jesper Lindstrøm. Attempt saved. Jesper Lindstrøm (Everton) right footed shot from the right side of the box is saved in the top centre of the goal. Offside, Everton. Dominic Calvert-Lewin is caught offside.","The first half saw several missed attempts, with shots from Lindstrøm and Doucouré for Everton going astray. Leicester City's Mavididi also missed the target. A header from Calvert-Lewin was saved, while both sides had corners. Wilfred Ndidi's shot was saved, but the score remained unchanged."
"Offside, Everton. Dominic Calvert-Lewin is caught offside. Foul by Stephy Mavididi (Leicester City). Orel Mangala (Everton) wins a free kick in the defensive half. Foul by Bilal El Khannouss (Leicester City). James Tarkowski (Everton) wins a free kick in the defensive half. Delay in match because of an injury Jamie Vardy (Leicester City). Delay over. They are ready to continue. Wilfred Ndidi (Leicester City) wins a free kick on the right wing. Foul by Orel Mangala (Everton). Foul by Victor Kristiansen (Leicester City). Jesper Lindstrøm (Everton) wins a free kick in the defensive half. Attempt missed. Dwight McNeil (Everton) left footed shot from outside the box misses to the right. Assisted by Dominic Calvert-Lewin. Attempt missed. Jesper Lindstrøm (Everton) right footed shot from the right side of the box is high and wide to the right. Assisted by Orel Mangala. Attempt missed. Dwight McNeil (Everton) left footed shot from the left side of the box misses to the right. Assisted by Iliman Ndiaye following a fast break.","The match saw multiple stoppages due to fouls and injuries, notably involving Jamie Vardy. Everton's Orel Mangala and James Tarkowski earned free kicks, while Wilfred Ndidi was also awarded one for Leicester. Both Dwight McNeil and Jesper Lindstrøm had missed shots for Everton, failing to convert their scoring opportunities, and Dominic Calvert-Lewin was caught offside earlier."
"James Justin (Leicester City) wins a free kick in the defensive half. Foul by Iliman Ndiaye (Everton). Bilal El Khannouss (Leicester City) wins a free kick in the defensive half. Foul by James Tarkowski (Everton). Fourth official has announced 3 minutes of added time. Attempt blocked. Jordan Ayew (Leicester City) left footed shot from the right side of the box is blocked. Caleb Okoli (Leicester City) wins a free kick in the defensive half. Foul by Dominic Calvert-Lewin (Everton). Jordan Ayew (Leicester City) wins a free kick in the defensive half. Foul by Abdoulaye Doucouré (Everton). First Half ends, Leicester City 0, Everton 1. Second Half begins Leicester City 0, Everton 1. James Justin (Leicester City) wins a free kick on the right wing. Foul by Michael Keane (Everton). Yellow card Foul by Wout Faes (Leicester City). Dominic Calvert-Lewin (Everton) wins a free kick on the left wing. Attempt missed. Iliman Ndiaye (Everton) left footed shot from the left side of the box is high and wide to the left. Attempt missed. Jordan Ayew (Leicester City) right footed shot from the centre of the box is just a bit too high. Assisted by Harry Winks with a cross. Foul by Jordan Ayew (Leicester City). Ashley Young (Everton) wins a free kick in the defensive half. Jordan Ayew (Leicester City) wins a free kick in the attacking half. Foul by Orel Mangala (Everton). Attempt missed. Harry Winks (Leicester City) right footed shot from outside the box is high and wide to the right. Assisted by James Justin. Substitution Substitution Foul by Caleb Okoli (Leicester City). Dwight McNeil (Everton) wins a free kick in the attacking half. Attempt saved. Dominic Calvert-Lewin (Everton) right footed shot from the right side of the box is saved in the bottom left corner. Assisted by Dwight McNeil with a through ball. Stephy Mavididi (Leicester City) wins a free kick on the left wing. Foul by James Garner (Everton). James Justin (Leicester City) wins a free kick in the attacking half. Foul by Dominic Calvert-Lewin (Everton). Attempt missed. Wout Faes (Leicester City) header from the centre of the box is high and wide to the left. Assisted by Harry Winks with a cross following a set piece situation. Corner, Leicester City. Conceded by Dominic Calvert-Lewin. Attempt missed. Caleb Okoli (Leicester City) header from the centre of the box is high and wide to the right. Assisted by Stephy Mavididi following a corner. Attempt blocked. Dwight McNeil (Everton) left footed shot from the left side of the box is blocked. Assisted by Iliman Ndiaye. Attempt blocked. James Garner (Everton) right footed shot from long range on the right is blocked. Assisted by Jack Harrison.","Everton leads Leicester City 1-0 at halftime. The second half saw a back-and-forth with many fouls from both sides, resulting in a yellow card for Faes. Several attempts were made by both teams, but none resulted in a goal. Calvert-Lewin's shot was saved, and Winks and Faes both missed headers."
"Corner, Leicester City. Conceded by James Garner. Corner, Leicester City. Conceded by James Garner. GOAL! Foul by Victor Kristiansen (Leicester City). Jack Harrison (Everton) wins a free kick on the right wing. Offside, Everton. Jack Harrison is caught offside. Attempt blocked. Dominic Calvert-Lewin (Everton) right footed shot from the left side of the box is blocked. Assisted by Iliman Ndiaye. Foul by Facundo Buonanotte (Leicester City). Dwight McNeil (Everton) wins a free kick on the left wing. Yellow card Offside, Everton. Dominic Calvert-Lewin is caught offside. Attempt missed. Wilfred Ndidi (Leicester City) right footed shot from outside the box misses to the left. Assisted by Stephy Mavididi. Offside, Leicester City. Jamie Vardy is caught offside. Stephy Mavididi (Leicester City) wins a free kick in the defensive half. Foul by James Garner (Everton). Yellow card Substitution Substitution Harry Winks (Leicester City) wins a free kick in the attacking half. Foul by Abdoulaye Doucouré (Everton). Attempt blocked. Stephy Mavididi (Leicester City) right footed shot from the left side of the box is blocked. Offside, Leicester City. Jordan Ayew is caught offside. Attempt blocked. Facundo Buonanotte (Leicester City) left footed shot from the centre of the box is blocked. Assisted by Odsonne Édouard. Foul by Victor Kristiansen (Leicester City). Jack Harrison (Everton) wins a free kick in the defensive half. Substitution Fourth official has announced 4 minutes of added time. Jordan Ayew (Leicester City) wins a free kick in the defensive half. Foul by Abdoulaye Doucouré (Everton). Corner, Leicester City. Conceded by James Tarkowski. Attempt blocked. Dominic Calvert-Lewin (Everton) right footed shot from the centre of the box is blocked. Second Half ends, Leicester City 1, Everton 1.","Leicester City and Everton had a tightly contested match, with several offside calls disrupting play for both sides. Both teams had blocked shots on target throughout the half. A goal from each team ensured the game remained level. Numerous fouls led to free kicks and substitutions disrupted the flow of the match."
"First Half begins. Foul by Ryan Christie (Bournemouth). Luis Díaz (Liverpool) wins a free kick in the defensive half. Yellow card Corner, Bournemouth. Conceded by Trent Alexander-Arnold. Offside, Bournemouth. Evanilson is caught offside. Attempt missed. Justin Kluivert (Bournemouth) right footed shot from the centre of the box misses to the left. Assisted by Evanilson following a fast break. Offside, Bournemouth. Antoine Semenyo is caught offside. GOAL OVERTURNED BY VAR: Antoine Semenyo (Bournemouth) scores but the goal is ruled out after a VAR review. VAR decision Attempt missed. Andy Robertson (Liverpool) left footed shot from the left side of the box is close, but misses to the left. Assisted by Mohamed Salah with a cross. Attempt saved. Luis Díaz (Liverpool) right footed shot from outside the box is saved in the top centre of the goal. Assisted by Andy Robertson. Corner, Liverpool. Conceded by Kepa. Attempt missed. Dominik Szoboszlai (Liverpool) right footed shot from outside the box is high and wide to the right. Assisted by Mohamed Salah. Attempt saved. Mohamed Salah (Liverpool) left footed shot from the right side of the box is saved in the bottom right corner. Assisted by Alexis Mac Allister. Corner, Liverpool. Conceded by Kepa. Attempt saved. Darwin Núñez (Liverpool) left footed shot from the centre of the box is saved in the bottom left corner. Assisted by Mohamed Salah. Ryan Gravenberch (Liverpool) wins a free kick in the attacking half. Foul by Justin Kluivert (Bournemouth). Ryan Gravenberch (Liverpool) wins a free kick in the attacking half. Foul by Justin Kluivert (Bournemouth). Yellow card Attempt saved. Antoine Semenyo (Bournemouth) left footed shot from the centre of the box is saved in the centre of the goal. Assisted by Evanilson with a through ball. Corner, Bournemouth. Conceded by Caoimhín Kelleher. Attempt saved. Luis Díaz (Liverpool) right footed shot from a difficult angle on the left is saved in the bottom left corner. Assisted by Andy Robertson. Corner, Bournemouth. Conceded by Caoimhín Kelleher. Attempt missed. Milos Kerkez (Bournemouth) left footed shot from outside the box is high and wide to the left following a corner.","The first half saw a disallowed goal for Bournemouth, as well as multiple offside calls. Liverpool had several attempts on goal, including shots from Díaz and Salah, but were denied by the keeper. Kluivert of Bournemouth received a yellow card for a foul."
Dominik Szoboszlai (Liverpool) wins a free kick in the attacking half. Foul by Lewis Cook (Bournemouth). GOAL! Alexis Mac Allister (Liverpool) wins a free kick in the defensive half. Foul by Justin Kluivert (Bournemouth). GOAL! Attempt saved. Justin Kluivert (Bournemouth) right footed shot from the left side of the box is saved in the centre of the goal. Assisted by Ryan Christie. Attempt missed. Evanilson (Bournemouth) left footed shot from outside the box is too high. Assisted by Dean Huijsen. Attempt missed. Antoine Semenyo (Bournemouth) right footed shot from outside the box misses to the left. Assisted by Dean Huijsen with a headed pass. Foul by Mohamed Salah (Liverpool). Milos Kerkez (Bournemouth) wins a free kick in the defensive half. Foul by Luis Díaz (Liverpool). Antoine Semenyo (Bournemouth) wins a free kick on the right wing. Attempt missed. Evanilson (Bournemouth) header from the centre of the box misses to the left. Assisted by Lewis Cook with a cross following a set piece situation. Ibrahima Konaté (Liverpool) wins a free kick in the defensive half. Foul by Dean Huijsen (Bournemouth). Attempt missed. Justin Kluivert (Bournemouth) right footed shot from the left side of the box is high and wide to the right. Assisted by Milos Kerkez. GOAL! Attempt saved. Mohamed Salah (Liverpool) left footed shot from the right side of the box is saved in the bottom right corner. Assisted by Ryan Gravenberch.,"Liverpool scored after a free kick won by Szoboszlai, with Mac Allister converting another free kick. Bournemouth had a shot saved by the keeper. Both sides had efforts that missed the target. Salah had a shot saved later on."
